-1.865996420383453369e-01,1.869958490133285522e-01,-2.111997641623020172e-02,-3.028499335050582886e-02,-4.511080682277679443e-03,-7.548003196716308594e-01,-9.605394303798675537e-02,7.470109034329652786e-03,4.260386228561401367e-01
-6.973808258771896362e-02,-2.423738092184066772e-01,1.422955421730875969e-03,-2.182781547307968140e-01,-1.180296838283538818e-01,4.146272316575050354e-03,2.828998565673828125e-01,3.071823418140411377e-01,-1.746790051460266113e+00
-1.201822012662887573e-01,1.446669697761535645e-01,-1.315762549638748169e-01,2.621442079544067383e-01,3.046800009906291962e-02,-1.074068307876586914e+00,1.007339060306549072e-01,1.258151680231094360e-01,-5.361393690109252930e-01
-3.589691594243049622e-02,-1.395351290702819824e-01,-1.202893778681755066e-01,3.107307851314544678e-01,2.106911540031433105e-01,-7.500139474868774414e-01,6.679763197898864746e-01,3.968251645565032959e-01,-1.350721120834350586e+00
1.281498521566390991e-01,4.697769135236740112e-02,-8.809299767017364502e-02,4.486152827739715576e-01,6.885475665330886841e-02,-6.271278262138366699e-01,-1.561825424432754517e-01,-1.380576342344284058e-01,-3.826042413711547852e-01
-3.474700078368186951e-02,3.968972861766815186e-01,2.819282710552215576e-01,5.913785845041275024e-02,1.149505823850631714e-01,-5.029600262641906738e-01,1.947523355484008789e+00,1.324526548385620117e+00,-2.261364221572875977e+00
2.304873615503311157e-01,-9.822500497102737427e-02,-1.379955280572175980e-02,-5.000936239957809448e-02,-8.899866789579391479e-02,7.050274014472961426e-01,1.416190415620803833e-01,-6.015179306268692017e-02,-4.348922371864318848e-01
5.160913243889808655e-02,2.144849672913551331e-02,-7.392990589141845703e-02,3.332728445529937744e-01,4.464178904891014099e-02,-5.921297073364257812e-01,-2.307391017675399780e-01,-1.081667318940162659e-01,-5.748863220214843750e-01
2.392568439245223999e-01,-5.919274687767028809e-01,-2.264410704374313354e-01,2.617510855197906494e-01,7.105696946382522583e-02,-8.935065865516662598e-01,3.317109644412994385e-01,-2.075983285903930664e-01,-3.532740473747253418e-01
-2.552696168422698975e-01,3.025114238262176514e-01,4.085141234099864960e-03,-1.788463294506072998e-01,8.059780299663543701e-02,-8.469987511634826660e-01,4.183325543999671936e-02,1.021131798624992371e-01,4.185017943382263184e-01
3.092182278633117676e-01,-5.203834772109985352e-01,-2.438674122095108032e-01,2.958291471004486084e-01,-2.195305004715919495e-02,6.071399450302124023e-01,9.906418621540069580e-02,-7.152624428272247314e-02,-5.080047249794006348e-01
-1.971432566642761230e-01,-5.902571082115173340e-01,6.797266602516174316e-01,-3.716027438640594482e-01,-1.837964057922363281e-01,3.161555051803588867e+00,-5.720176696777343750e-01,-4.205495119094848633e-01,1.445210838317871094e+01
-1.329900771379470825e-01,-5.928291380405426025e-02,-1.524691563099622726e-02,7.921172678470611572e-02,-1.194085627794265747e-01,-6.693188548088073730e-01,-2.932845354080200195e-01,-8.619607985019683838e-02,7.149168252944946289e-01
1.147167831659317017e-01,-1.236902782693505287e-03,-7.274223864078521729e-02,-2.731152065098285675e-02,-7.295801490545272827e-02,4.235305786132812500e-01,-2.250150591135025024e-01,-1.686845533549785614e-02,6.467753052711486816e-01
4.085234552621841431e-02,-3.335416316986083984e-02,4.003926739096641541e-02,1.851876080036163330e-02,-5.096774920821189880e-02,2.733291387557983398e-01,-2.644793093204498291e-01,-1.527282036840915680e-02,9.569796919822692871e-01
1.528870761394500732e-01,1.317263231612741947e-03,-7.523909956216812134e-02,-2.384076565504074097e-01,-1.587085798382759094e-02,6.608355641365051270e-01,4.764202237129211426e-02,4.433600306510925293e-01,-4.305943489074707031e+00
1.779504567384719849e-01,-4.148515164852142334e-01,-1.073013339191675186e-02,5.709825083613395691e-02,-1.375391334295272827e-01,5.450703501701354980e-01,1.515201479196548462e-01,6.732658948749303818e-03,3.639369308948516846e-01
-2.387160807847976685e-01,3.049796819686889648e-01,-1.493415143340826035e-02,-2.254728972911834717e-01,3.754653036594390869e-02,-5.604414939880371094e-01,-1.528742462396621704e-01,6.363234668970108032e-02,-7.635936737060546875e-01
-3.743480145931243896e-01,4.240054786205291748e-01,1.744414567947387695e-01,-2.501083612442016602e-01,9.219003468751907349e-02,-7.355613112449645996e-01,-4.699804633855819702e-02,5.215042456984519958e-02,2.954156696796417236e-01
1.622434146702289581e-02,1.401557773351669312e-01,-2.872919477522373199e-02,4.209985136985778809e-01,1.604750603437423706e-01,-6.923977732658386230e-01,-2.426801174879074097e-01,-3.078319877386093140e-02,-2.904773652553558350e-01
8.702373504638671875e-02,-5.108027160167694092e-02,5.411548539996147156e-02,1.341544091701507568e-01,-1.608133874833583832e-02,4.690365791320800781e-01,9.865844249725341797e-02,-6.912516802549362183e-02,-8.395277261734008789e-01
9.036410599946975708e-02,8.970100432634353638e-02,1.186610907316207886e-01,1.730694174766540527e-01,9.968166053295135498e-02,5.362363457679748535e-01,-1.416728943586349487e-01,-9.360747784376144409e-02,7.018551230430603027e-01
-1.003527164459228516e+00,1.302577853202819824e+00,-6.918923258781433105e-01,1.380369067192077637e+00,7.096706628799438477e-01,-9.123686790466308594e+00,5.045377254486083984e+00,2.742921113967895508e+00,-3.269488143920898438e+01
4.055335521697998047e-01,-1.638483852148056030e-01,5.468863621354103088e-02,-5.956231355667114258e-01,-3.228968083858489990e-01,1.021359682083129883e+00,-2.577882632613182068e-02,-1.488625705242156982e-01,2.178872972726821899e-01
2.012828141450881958e-01,-3.788899481296539307e-01,-3.367907926440238953e-02,1.342151910066604614e-01,-8.025276660919189453e-02,6.450971961021423340e-01,2.439745515584945679e-02,2.020010352134704590e-02,-2.145366072654724121e-01
-1.739181429147720337e-01,3.314941003918647766e-02,4.985445737838745117e-02,-6.749296933412551880e-02,-4.976255074143409729e-02,-5.729742646217346191e-01,-7.494667917490005493e-02,-7.942022383213043213e-02,-7.060804963111877441e-01
-2.617238648235797882e-02,2.673090696334838867e-01,-4.192539677023887634e-02,1.681226640939712524e-01,8.811858296394348145e-02,-2.874201238155364990e-01,7.986824214458465576e-02,-8.110743016004562378e-02,7.338908314704895020e-01
-2.806880474090576172e-01,-6.459218859672546387e-01,-7.049101591110229492e-02,-2.991052567958831787e-01,1.058914139866828918e-01,-2.395662665367126465e-01,-2.754245400428771973e-01,-1.338979303836822510e-01,1.451038837432861328e+00
5.081581696867942810e-02,-1.666877120733261108e-01,5.176019854843616486e-03,-2.967942319810390472e-02,-6.043871864676475525e-02,3.584065437316894531e-01,-7.516437768936157227e-02,-5.568413063883781433e-02,6.299178600311279297e-01
-1.953732222318649292e-01,1.294462084770202637e-01,1.323411613702774048e-01,-5.480637550354003906e-01,-1.845352947711944580e-01,5.512918829917907715e-01,2.278771549463272095e-01,4.111687466502189636e-02,3.014352023601531982e-01
-8.318961411714553833e-02,-4.221712425351142883e-02,5.657496862113475800e-03,2.154177427291870117e-01,7.554729282855987549e-02,-8.856241106986999512e-01,-2.628086209297180176e-01,-3.193120285868644714e-02,-4.261858463287353516e-01
-9.772322326898574829e-02,2.000057399272918701e-01,-2.245021238923072815e-02,4.981733113527297974e-02,3.487376496195793152e-02,-3.496091067790985107e-01,4.023721218109130859e-01,1.190209537744522095e-01,-8.606032729148864746e-01
7.026155292987823486e-02,-2.016889154911041260e-01,1.233555674552917480e-01,-2.842470109462738037e-01,-1.060464531183242798e-01,3.903030157089233398e-01,-7.995937019586563110e-02,3.060114011168479919e-02,-1.220487833023071289e+00
4.850890021771192551e-03,9.837913513183593750e-02,6.215244531631469727e-02,-1.257059872150421143e-01,1.113232411444187164e-02,2.818366885185241699e-01,-9.665457159280776978e-02,-5.073917657136917114e-02,7.660913467407226562e-01
-1.339610815048217773e-01,8.971224725246429443e-02,2.737588365562260151e-04,-1.202936768531799316e-01,1.470961328595876694e-02,-7.197924852371215820e-01,1.724752932786941528e-01,-1.561217568814754486e-02,7.394845485687255859e-01
-2.226677350699901581e-02,-1.070308685302734375e-01,-9.016960114240646362e-02,1.569710224866867065e-01,-2.614798955619335175e-02,-5.676553845405578613e-01,-3.312361836433410645e-01,-2.237957268953323364e-01,-7.791700363159179688e-01
-2.574064433574676514e-01,1.470571011304855347e-01,4.666196182370185852e-03,6.343849003314971924e-02,-1.357462070882320404e-02,-6.824921369552612305e-01,-1.141443997621536255e-01,-9.013319015502929688e-02,7.689696550369262695e-01
1.483123190701007843e-02,3.243128955364227295e-01,-2.783749401569366455e-01,7.868995070457458496e-01,2.471135556697845459e-01,5.037478208541870117e-01,-6.818947941064834595e-02,7.590198516845703125e-02,3.622752726078033447e-01
-5.303799407556653023e-04,1.154325902462005615e-02,-5.292707681655883789e-02,1.784645915031433105e-01,-2.780195325613021851e-02,-5.883493423461914062e-01,-2.638082206249237061e-01,-1.384803354740142822e-01,-7.304158806800842285e-01
8.039549738168716431e-02,-6.570886820554733276e-02,3.899975446984171867e-03,-9.652902185916900635e-02,4.850502684712409973e-02,4.835356175899505615e-01,-4.995076060295104980e-01,-5.554928258061408997e-02,5.483283400535583496e-01
2.051376849412918091e-01,-1.898073852062225342e-01,1.426841765642166138e-01,-1.869333684444427490e-01,-5.160894617438316345e-02,1.406959891319274902e+00,-6.208817958831787109e-01,1.432347446680068970e-01,-4.242686748504638672e+00
-8.273731917142868042e-02,-2.172866612672805786e-01,-1.359405070543289185e-01,3.218642473220825195e-01,-1.424602419137954712e-01,-1.303240656852722168e+00,1.334942460060119629e+00,-9.091606736183166504e-02,-4.313057422637939453e+00
-1.855830848217010498e-02,-1.126562878489494324e-01,-5.473379790782928467e-02,1.405197530984878540e-01,5.313964933156967163e-02,4.440057277679443359e-01,9.140209108591079712e-02,8.394172787666320801e-02,-9.481395483016967773e-01
-1.265623867511749268e-01,3.971813991665840149e-02,-5.489061400294303894e-02,2.016352266073226929e-01,5.855850875377655029e-02,-6.924009323120117188e-01,-1.578985303640365601e-01,-2.508545108139514923e-02,5.682485103607177734e-01
-1.802182011306285858e-02,2.230276018381118774e-01,9.516335278749465942e-02,-2.027635835111141205e-02,5.826579779386520386e-02,4.461744129657745361e-01,7.368516325950622559e-01,5.960869193077087402e-01,-4.909775257110595703e+00
1.900396645069122314e-01,2.166439592838287354e-02,1.678891927003860474e-01,-5.953409150242805481e-02,1.519072428345680237e-02,5.911833047866821289e-01,1.135408878326416016e-01,2.234484441578388214e-02,-5.239560604095458984e-01
4.388815164566040039e-02,3.017028868198394775e-01,4.725211858749389648e-02,6.609775125980377197e-03,1.014442145824432373e-01,6.764723062515258789e-01,-5.834963917732238770e-02,1.782746165990829468e-01,2.513980120420455933e-02
-2.374324351549148560e-01,2.071114480495452881e-01,6.984848529100418091e-02,1.139444336295127869e-01,4.637190699577331543e-02,-7.844769954681396484e-01,3.365632146596908569e-03,1.308713853359222412e-01,3.365480899810791016e-01
-9.622532874345779419e-02,1.832828819751739502e-01,2.298538014292716980e-02,1.190517283976078033e-02,2.993456833064556122e-02,-6.847668886184692383e-01,-1.447955369949340820e-01,-1.352775841951370239e-02,-6.635999679565429688e-01
1.890601813793182373e-01,-4.023383259773254395e-01,-1.257543861865997314e-01,2.107939720153808594e-01,-1.177896261215209961e-01,6.487755775451660156e-01,-5.136173591017723083e-02,-7.961726188659667969e-02,-4.744004309177398682e-01
-1.464266628026962280e-01,1.396532952785491943e-01,-6.818843632936477661e-02,1.241847202181816101e-01,3.194325044751167297e-02,-6.976576447486877441e-01,-1.142426505684852600e-01,-2.661586366593837738e-02,2.235756516456604004e-01
